file,line,kind,arg,cat,expr
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",231,"Transform.Find","ART_ScreenBackground/BeachContainer","测试","var beachContainer = FindScreen().transform.Find(""ART_ScreenBackground/BeachContainer"");"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",263,"Transform.Find","BoardSelect","测试","var boardSelection = targetCell.ContentAnchor.Find(""BoardSelect"");"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",414,"Transform.Find","campPanel","测试","var campPanel = screen.transform.Find(""campPanel"");"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",416,"Transform.Find","CampBg/DeckPart","测试","var deckPart = campPanel.Find(""CampBg/DeckPart"");"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",417,"Transform.Find","CampBg/CollectionPart","测试","var collectionPart = campPanel.Find(""CampBg/CollectionPart"");"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",418,"Transform.Find","BtnImg/DeckBtn","测试","var deckButton = campPanel.Find(""BtnImg/DeckBtn"").GetComponent<Button>();"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",419,"Transform.Find","BtnImg/CollectionBtn","测试","var collectionButton = campPanel.Find(""BtnImg/CollectionBtn"").GetComponent<Button>();"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",477,"GetChild","index","测试","var slot = componentContainer.GetChild(index);"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",488,"Transform.Find","campPanel/CampBg/CollectionPart","测试","var collectionPart = screen.transform.Find(""campPanel/CampBg/CollectionPart"");"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",496,"Transform.Find","Img1","测试","Assert.AreSame(expectedTop, collectionPart.Find(""Img1"").GetComponent<Image>().sprite);"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",497,"Transform.Find","Img2","测试","Assert.AreSame(expectedBottom, collectionPart.Find(""Img2"").GetComponent<Image>().sprite);"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",502,"Transform.Find","HeroContainer","测试","var heroContainer = collectionPart.Find(""HeroContainer"");"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",509,"GetChild","index","测试","var slot = heroContainer.GetChild(index);"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",768,"Transform.Find","ART_RangeOutline","测试","var rangeOutline = range.transform.Find(""ART_RangeOutline"").GetComponent<Image>();"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",842,"Transform.Find","BeachItem","测试","var beachItem = benchCell.transform.Find(""BeachItem"")?.GetComponent<DraggableUnitView>();"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",866,"Transform.Find","Name","测试","ReadTmpText(inform.transform.Find(""Name"")));"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",869,"Transform.Find","MaxLv","测试","ReadTmpText(inform.transform.Find(""MaxLv"")));"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",870,"Transform.Find","EXP","测试","Assert.IsFalse(inform.transform.Find(""EXP"").gameObject.activeSelf);"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",871,"Transform.Find","device","测试","Assert.IsFalse(inform.transform.Find(""device"").gameObject.activeSelf);"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",872,"Transform.Find","Rune","测试","Assert.IsFalse(inform.transform.Find(""Rune"").gameObject.activeSelf);"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",899,"Transform.Find","InputReceiver","测试","var inputReceiver = emptyCell.transform.Find(""InputReceiver"") as RectTransform;"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",935,"Transform.Find","ART_FixedBoardCellLayer/BoardBackgroundClickSurface","测试",".Find(""ART_FixedBoardCellLayer/BoardBackgroundClickSurface"")"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",969,"Transform.Find","RangeDismissSurface","测试","var receiver = FindScreen().transform.Find(""RangeDismissSurface"")"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",1004,"Transform.Find","BeachSourceSelect","测试","var sourceSelection = sourceCell.ContentAnchor.Find(""BeachSourceSelect"");"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",1020,"Transform.Find","BoardSelect","测试","var mapTargetSelection = mapTargetCell.ContentAnchor.Find(""BoardSelect"");"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",1034,"Transform.Find","BoardSelect","测试","var benchSelection = benchCell.ContentAnchor.Find(""BoardSelect"");"
"Assets/DragonBound/Tests/PlayMode/BootstrapPlayModeTests.cs",1089,"Transform.Find","ART_ScreenBackground/BeachContainer","测试","var beachContainer = FindScreen().transform.Find(""ART_ScreenBackground/BeachContainer"");"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",109,"Transform.Find","Versus","测试","Assert.IsNull(screen.transform.Find(""Versus""));"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",131,"Transform.Find","ART_ScreenBackground","测试","var background = screen.transform.Find(""ART_ScreenBackground"");"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",132,"Transform.Find","ART_PauseButton","测试","var openButton = background.Find(""ART_PauseButton"").GetComponent<Button>();"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",133,"Transform.Find","PausePanel","测试","var panel = background.Find(""PausePanel"").gameObject;"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",134,"Transform.Find","Bg/PauseBtn","测试","var finishButton = panel.transform.Find(""Bg/PauseBtn"").GetComponent<Button>();"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",135,"Transform.Find","Bg/ContinueBtn","测试","var continueButton = panel.transform.Find(""Bg/ContinueBtn"").GetComponent<Button>();"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",152,"Transform.Find","SettlementPanel","测试","var settlement = screen.transform.Find(""SettlementPanel"");"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",154,"Transform.Find","SettleImg","测试","var settlementImage = settlement.Find(""SettleImg"").GetComponent<Image>();"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",159,"Transform.Find","GoldText","测试","Assert.IsFalse(settlement.Find(""GoldText"").gameObject.activeSelf);"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",160,"Transform.Find","ReciveBtn","测试","Assert.IsFalse(settlement.Find(""ReciveBtn"").gameObject.activeSelf);"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",161,"Transform.Find","DoubleBtn","测试","Assert.IsFalse(settlement.Find(""DoubleBtn"").gameObject.activeSelf);"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",176,"Transform.Find","SettlementPanel","测试","var settlement = screen.transform.Find(""SettlementPanel"");"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",178,"Transform.Find","SettleImg","测试","var settlementImage = settlement.Find(""SettleImg"").GetComponent<Image>();"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",183,"Transform.Find","GoldText","测试","Assert.IsFalse(settlement.Find(""GoldText"").gameObject.activeSelf);"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",184,"Transform.Find","ReciveBtn","测试","Assert.IsFalse(settlement.Find(""ReciveBtn"").gameObject.activeSelf);"
"Assets/DragonBound/Tests/PlayMode/FixedBoardCanvasPlayModeTests.cs",185,"Transform.Find","DoubleBtn","测试","Assert.IsFalse(settlement.Find(""DoubleBtn"").gameObject.activeSelf);"
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",101,"Transform.Find","ART_EnemyAnimation/Image","测试","enemyView.transform.Find(""ART_EnemyAnimation/Image"").position,"
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",1740,"Transform.Find","ART_StormShieldVFX","测试","var shield = root.transform.Find(""ART_StormShieldVFX"");"
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",1784,"Transform.Find","ART_EnemyDeathVFX","测试","var deathVfx = root.transform.Find(""ART_EnemyDeathVFX"");"
"Assets/Editor/GreyboxMerchantLoadoutSceneMigration.cs",89,"Transform.Find","Active","编辑器工具","Transform activeContainer = itemContainer.Find(""Active"");"
"Assets/Editor/GreyboxMerchantLoadoutSceneMigration.cs",90,"Transform.Find","Passtive","编辑器工具","Transform passiveContainer = itemContainer.Find(""Passtive"");"
"Assets/Editor/GreyboxMerchantLoadoutSceneMigration.cs",147,"Transform.Find","Active","编辑器工具","if (candidate.Find(""Active"") != null && candidate.Find(""Passtive"") != null)"
"Assets/Editor/GreyboxMerchantLoadoutSceneMigration.cs",147,"Transform.Find","Passtive","编辑器工具","if (candidate.Find(""Active"") != null && candidate.Find(""Passtive"") != null)"
"Assets/Editor/GreyboxMerchantLoadoutSceneMigration.cs",170,"Transform.Find","CooldownMask","编辑器工具","Transform existing = slot.Find(""CooldownMask"");"
"Assets/Editor/SignInFeatureValidation.cs",57,"Transform.Find","SignPanel","编辑器工具","Transform panel = controller.transform.Find(""SignPanel"");"
"Assets/Editor/SignInFeatureValidation.cs",58,"Transform.Find","Image","编辑器工具","Transform imageRoot = panel != null ? panel.Find(""Image"") : null;"
"Assets/Editor/SignInFeatureValidation.cs",59,"Transform.Find","ContentCon","编辑器工具","Transform content = imageRoot != null ? imageRoot.Find(""ContentCon"") : null;"
"Assets/Scripts/Analytics/AnalyticsConsentUiController.cs",252,"GetChild","index","运行时","var found = FindRecursive(parent.GetChild(index), objectName);"
"Assets/Scripts/Auth/Energy/UI/MainEnergyController.cs",569,"Transform.Find","StartBtn","运行时","startButton = transform.Find(""StartBtn"")?.GetComponent<Button>();"
"Assets/Scripts/Auth/Energy/UI/MainEnergyController.cs",570,"Transform.Find","EnergyBg/AddBtn","运行时","addEnergyButton = transform.Find(""EnergyBg/AddBtn"")?.GetComponent<Button>();"
"Assets/Scripts/Auth/Energy/UI/MainEnergyController.cs",571,"Transform.Find","AddEnergyPanel","运行时","addEnergyPanel = transform.Find(""AddEnergyPanel"")?.gameObject;"
"Assets/Scripts/Auth/Energy/UI/MainEnergyController.cs",573,"Transform.Find","BG/CloseBtn","运行时","closeEnergyPanelButton = addEnergyRoot?.Find(""BG/CloseBtn"")?.GetComponent<Button>();"
"Assets/Scripts/Auth/Energy/UI/MainEnergyController.cs",574,"Transform.Find","BG/VideoBtn","运行时","videoButton = addEnergyRoot?.Find(""BG/VideoBtn"")?.GetComponent<Button>();"
"Assets/Scripts/Auth/Energy/UI/MainEnergyController.cs",575,"Transform.Find","BG/ShareBtn","运行时","shareButton = addEnergyRoot?.Find(""BG/ShareBtn"")?.GetComponent<Button>();"
"Assets/Scripts/Auth/Energy/UI/MainEnergyController.cs",576,"Transform.Find","EnergyBg/RAmount","运行时","currentAmountText = transform.Find(""EnergyBg/RAmount"")?.GetComponent<TMP_Text>();"
"Assets/Scripts/Auth/Energy/UI/MainEnergyController.cs",577,"Transform.Find","EnergyBg/MaxAmount","运行时","maximumAmountText = transform.Find(""EnergyBg/MaxAmount"")?.GetComponent<TMP_Text>();"
"Assets/Scripts/Auth/UI/LoginController.cs",89,"Transform.Find","SignUpPanel","运行时","signUpPanel = mainPanel.Find(""SignUpPanel"")?.gameObject;"
"Assets/Scripts/Auth/UI/LoginController.cs",410,"Transform.Find","TipText","运行时","var authoredTip = googleRoot != null ? googleRoot.Find(""TipText"") : null;"
"Assets/Scripts/Gold/UI/GoldBalanceController.cs",22,"Transform.Find","CoinQua","运行时","amountText = transform.Find(""CoinQua"")?.GetComponent<TMP_Text>();"
"Assets/Scripts/Merchant/MainMerchantController.cs",89,"Transform.Find","MerchantPanel","运行时","Transform panelTransform = transform.Find(""MerchantPanel"");"
"Assets/Scripts/Merchant/MainMerchantController.cs",90,"Transform.Find","Bg/ChatItemCon","运行时","itemContainer = panelTransform?.Find(""Bg/ChatItemCon"");"
"Assets/Scripts/Merchant/MainMerchantController.cs",91,"Transform.Find","Bg/LotteryContainer","运行时","lotteryContainer = panelTransform?.Find(""Bg/LotteryContainer"")?.gameObject;"
"Assets/Scripts/Merchant/MainMerchantController.cs",92,"Transform.Find","Bg/ChantBtn","运行时","chantButton = panelTransform?.Find(""Bg/ChantBtn"")?.GetComponent<Button>();"
"Assets/Scripts/Merchant/MainMerchantController.cs",93,"Transform.Find","Bg/LotteryBtn","运行时","lotteryButton = panelTransform?.Find(""Bg/LotteryBtn"")?.GetComponent<Button>();"
"Assets/Scripts/Merchant/MainMerchantController.cs",98,"Transform.Find","Bg/LotteryContainer/LotteryBtn","运行时","lotteryDrawButton = panelTransform?.Find(""Bg/LotteryContainer/LotteryBtn"")"
"Assets/Scripts/Merchant/MainMerchantController.cs",101,"Transform.Find","Bg/ItemContainer","运行时","ownedItemContainer = panelTransform?.Find(""Bg/ItemContainer"") ??"
"Assets/Scripts/Merchant/MainMerchantController.cs",102,"Transform.Find","Bg/MyItemBg/ItemContainer","运行时","panelTransform?.Find(""Bg/MyItemBg/ItemContainer"");"
"Assets/Scripts/Merchant/MainMerchantController.cs",105,"Transform.Find","ActiveColumn","运行时","activeItemColumn = ownedItemContainer.Find(""ActiveColumn"");"
"Assets/Scripts/Merchant/MainMerchantController.cs",106,"Transform.Find","PassiveColumn","运行时","passiveItemColumn = ownedItemContainer.Find(""PassiveColumn"");"
"Assets/Scripts/Merchant/MainMerchantController.cs",109,"GetChild","0","运行时","activeItemColumn = ownedItemContainer.GetChild(0);"
"Assets/Scripts/Merchant/MainMerchantController.cs",113,"GetChild","1","运行时","passiveItemColumn = ownedItemContainer.GetChild(1);"
"Assets/Scripts/Merchant/MainMerchantController.cs",118,"Transform.Find","Bg/CancleItemPanel","运行时","Transform cancelPanelTransform = panelTransform?.Find(""Bg/CancleItemPanel"");"
"Assets/Scripts/Merchant/MainMerchantController.cs",120,"Transform.Find","CancleBtn","运行时","cancelItemButton = (cancelPanelTransform?.Find(""CancleBtn"") ??"
"Assets/Scripts/Merchant/MainMerchantController.cs",121,"Transform.Find","Bg/CancleBtn","运行时","cancelPanelTransform?.Find(""Bg/CancleBtn""))?.GetComponent<Button>();"
"Assets/Scripts/Merchant/MainMerchantController.cs",122,"Transform.Find","ConfirmBtn","运行时","confirmItemButton = (cancelPanelTransform?.Find(""ConfirmBtn"") ??"
"Assets/Scripts/Merchant/MainMerchantController.cs",123,"Transform.Find","Bg/ConfirmBtn","运行时","cancelPanelTransform?.Find(""Bg/ConfirmBtn""))?.GetComponent<Button>();"
"Assets/Scripts/Merchant/MainMerchantController.cs",226,"GetChild","index","运行时","Transform child = containerTransform.GetChild(index);"
"Assets/Scripts/Merchant/MainMerchantController.cs",290,"Transform.Find","Image","运行时","return button.transform.Find(""Image"")?.GetComponent<Image>();"
"Assets/Scripts/Merchant/MainMerchantController.cs",659,"GetChild","index","运行时","GameObject existing = itemContainer.GetChild(index).gameObject;"
"Assets/Scripts/Merchant/MainMerchantController.cs",680,"Transform.Find","BuyBtn","运行时","Transform buyTransform = itemObject.transform.Find(""BuyBtn"");"
"Assets/Scripts/Merchant/MainMerchantController.cs",682,"Transform.Find","Text (TMP)","运行时","TMP_Text priceText = buyTransform?.Find(""Text (TMP)"")?.GetComponent<TMP_Text>();"
"Assets/Scripts/Merchant/MainMerchantController.cs",692,"Transform.Find","CItemImg","运行时","Image itemImage = itemObject.transform.Find(""CItemImg"")?.GetComponent<Image>();"
"Assets/Scripts/Merchant/MainMerchantController.cs",895,"Transform.Find","ItemImg","运行时","Image targetImage = itemObject.transform.Find(""ItemImg"")?.GetComponent<Image>();"
"Assets/Scripts/Merchant/MainMerchantController.cs",903,"Transform.Find","DelBtn","运行时","Button deleteButton = itemObject.transform.Find(""DelBtn"")?.GetComponent<Button>();"
"Assets/Scripts/Merchant/MainMerchantController.cs",948,"GetChild","index","运行时","GameObject item = column.GetChild(index).gameObject;"
"Assets/Scripts/Merchant/MainMerchantController.cs",963,"GetChild","index","运行时","GameObject existing = column.GetChild(index).gameObject;"
"Assets/Scripts/Rank/UI/GameRankResultController.cs",43,"Transform.Find","LoadingPanel","运行时","loadingPanel = transform.Find(""LoadingPanel"")?.gameObject;"
"Assets/Scripts/Rank/UI/GameRankResultController.cs",412,"Transform.Find","SettlementPanel","运行时","Transform panelTransform = transform.Find(""SettlementPanel"");"
"Assets/Scripts/Rank/UI/GameRankResultController.cs",419,"Transform.Find","Text","运行时","Transform resultTransform = panelTransform.Find(""Text"");"
"Assets/Scripts/Rank/UI/GameRankResultController.cs",420,"Transform.Find","GoldText","运行时","Transform goldTransform = panelTransform.Find(""GoldText"");"
"Assets/Scripts/Rank/UI/GameRankResultController.cs",421,"Transform.Find","ReciveBtn","运行时","Transform receiveTransform = panelTransform.Find(""ReciveBtn"");"
"Assets/Scripts/Rank/UI/GameRankResultController.cs",422,"Transform.Find","DoubleBtn","运行时","Transform doubleTransform = panelTransform.Find(""DoubleBtn"");"
"Assets/Scripts/Rank/UI/GreyboxSettlementRewardController.cs",36,"Transform.Find","SettleImg","运行时","resultImage = transform.Find(""SettleImg"")?.GetComponent<Image>();"
"Assets/Scripts/Rank/UI/GreyboxSettlementRewardController.cs",37,"Transform.Find","GoldText","运行时","goldText = transform.Find(""GoldText"")?.GetComponent<TMPro.TMP_Text>();"
"Assets/Scripts/Rank/UI/GreyboxSettlementRewardController.cs",38,"Transform.Find","ReciveBtn","运行时","receiveButton = transform.Find(""ReciveBtn"")?.GetComponent<Button>();"
"Assets/Scripts/Rank/UI/GreyboxSettlementRewardController.cs",39,"Transform.Find","DoubleBtn","运行时","doubleButton = transform.Find(""DoubleBtn"")?.GetComponent<Button>();"
"Assets/Scripts/Rank/UI/MainLeaderboardController.cs",57,"Transform.Find","Bg","运行时","Transform background = transform.Find(""Bg"");"
"Assets/Scripts/Rank/UI/MainLeaderboardController.cs",58,"Transform.Find","WeekBtn","运行时","weekButton = background?.Find(""WeekBtn"")?.GetComponent<Button>();"
"Assets/Scripts/Rank/UI/MainLeaderboardController.cs",59,"Transform.Find","MonthBtn","运行时","monthButton = background?.Find(""MonthBtn"")?.GetComponent<Button>();"
"Assets/Scripts/Rank/UI/MainLeaderboardController.cs",60,"Transform.Find","LeaderLimit/LeaderContainer","运行时","container = background?.Find(""LeaderLimit/LeaderContainer"");"
"Assets/Scripts/Rank/UI/MainLeaderboardController.cs",61,"Transform.Find","MyLeaderItemBg","运行时","myLeaderItem = background?.Find(""MyLeaderItemBg"");"
"Assets/Scripts/Rank/UI/MainLeaderboardController.cs",62,"Transform.Find","AvatarImg","运行时","myAvatarImage = myLeaderItem?.Find(""AvatarImg"")?.GetComponent<Image>();"
"Assets/Scripts/Rank/UI/MainLeaderboardController.cs",63,"Transform.Find","LeaderImg/Text","运行时","myLeaderboardPositionText = myLeaderItem?.Find(""LeaderImg/Text"")?.GetComponent<TMP_Text>();"
"Assets/Scripts/Rank/UI/MainLeaderboardController.cs",64,"Transform.Find","RankText","运行时","myRankText = myLeaderItem?.Find(""RankText"")?.GetComponent<TMP_Text>();"
"Assets/Scripts/Rank/UI/MainLeaderboardController.cs",65,"Transform.Find","RankText/StarAct","运行时","myTotalStarsText = myLeaderItem?.Find(""RankText/StarAct"")?.GetComponent<TMP_Text>();"
"Assets/Scripts/Rank/UI/MainLeaderboardController.cs",197,"GetChild","index","运行时","GameObject previousItem = container.GetChild(index).gameObject;"
"Assets/Scripts/Rank/UI/MainLeaderboardController.cs",209,"Transform.Find","AvatarImg","运行时","Image avatar = item.transform.Find(""AvatarImg"")?.GetComponent<Image>();"
"Assets/Scripts/Rank/UI/MainLeaderboardController.cs",221,"Transform.Find","RankText","运行时","SetText(item.transform.Find(""RankText""), rankName);"
"Assets/Scripts/Rank/UI/MainLeaderboardController.cs",222,"Transform.Find","RankText/StarAct","运行时","SetText(item.transform.Find(""RankText/StarAct""), player.TotalRankStars.ToString());"
"Assets/Scripts/Rank/UI/MainLeaderboardController.cs",233,"Transform.Find","LeaderImg","运行时","Transform leaderImageTransform = item.Find(""LeaderImg"");"
"Assets/Scripts/Rank/UI/MainLeaderboardController.cs",235,"Transform.Find","Text","运行时","Transform positionTextTransform = leaderImageTransform?.Find(""Text"");"
"Assets/Scripts/Rank/UI/MainRankController.cs",157,"Transform.Find","RankText","运行时","Transform rankTextTransform = transform.Find(""RankText"");"
"Assets/Scripts/Rank/UI/MainRankController.cs",159,"Transform.Find","threeStar","运行时","threeStar = transform.Find(""threeStar"");"
"Assets/Scripts/Rank/UI/MainRankController.cs",160,"Transform.Find","fourStar","运行时","fourStar = transform.Find(""fourStar"");"
"Assets/Scripts/Rank/UI/MainRankController.cs",161,"Transform.Find","fiveStar","运行时","fiveStar = transform.Find(""fiveStar"");"
"Assets/Scripts/Rank/UI/MainRankController.cs",184,"GetChild","index","运行时","Transform star = group.GetChild(index);"
"Assets/Scripts/Rank/UI/MainRankController.cs",185,"Transform.Find","Img","运行时","Transform image = star.Find(""Img"");"
"Assets/Scripts/Rune/MainRuneUnlockController.cs",201,"GetChild","index","运行时","Transform found = FindDescendant(root.GetChild(index), objectName);"
"Assets/Scripts/Rune/RuneDragItem.cs",29,"Transform.Find","AcText","运行时","amountRoot = transform.Find(""AcText"");"
"Assets/Scripts/Rune/RuneDragItem.cs",31,"Transform.Find","Text (TMP)","运行时","? amountRoot.Find(""Text (TMP)"")?.GetComponent<TMP_Text>()"
"Assets/Scripts/Rune/RuneWeaponPanelController.cs",57,"Transform.Find","WeaponContainer","运行时","weaponContainer = transform.Find(""WeaponContainer"");"
"Assets/Scripts/Rune/RuneWeaponPanelController.cs",62,"Transform.Find","MyHeroBg/HeroContainer","运行时","heroContainer = transform.Find(""MyHeroBg/HeroContainer"");"
"Assets/Scripts/Rune/RuneWeaponPanelController.cs",63,"Transform.Find","PageLeft","运行时","pageLeftButton = GetButton(transform.Find(""PageLeft""));"
"Assets/Scripts/Rune/RuneWeaponPanelController.cs",64,"Transform.Find","PageRight","运行时","pageRightButton = GetButton(transform.Find(""PageRight""));"
"Assets/Scripts/Rune/RuneWeaponPanelController.cs",65,"Transform.Find","page","运行时","pageText = GetText(transform.Find(""page""));"
"Assets/Scripts/Rune/RuneWeaponPanelController.cs",228,"Transform.Find","Name","运行时","SetRuneName(instance.transform.Find(""Name""), entry.Definition);"
"Assets/Scripts/Rune/RuneWeaponPanelController.cs",233,"Transform.Find","count","运行时","instance.transform.Find(""count""),"
"Assets/Scripts/Rune/RuneWeaponPanelController.cs",254,"Transform.Find","BG","运行时","Transform background = instance.transform.Find(""BG"");"
"Assets/Scripts/Rune/RuneWeaponPanelController.cs",358,"Transform.Find","AcText","运行时","Transform amountRoot = item.Find(""AcText"");"
"Assets/Scripts/Rune/RuneWeaponPanelController.cs",369,"Transform.Find","Text (TMP)","运行时","SetText(amountRoot.Find(""Text (TMP)""), availableCompleteRunes.ToString());"
"Assets/Scripts/Rune/RuneWeaponPanelController.cs",652,"GetChild","index","运行时","Transform hero = heroContainer.GetChild(index);"
"Assets/Scripts/Rune/RuneWeaponPanelController.cs",653,"Transform.Find","weapon","运行时","Transform weapon = hero.Find(""weapon"");"
"Assets/Scripts/Rune/RuneWeaponPanelController.cs",656,"Transform.Find","Name","运行时","TMP_Text heroName = GetText(hero.Find(""Name""));"
"Assets/Scripts/Rune/RuneWeaponPanelController.cs",730,"GetChild","index","运行时","GameObject child = weaponContainer.GetChild(index).gameObject;"
"Assets/Scripts/SceneLoader.cs",201,"Transform.Find","FillImg","运行时","Transform fillTransform = loadingTransform.Find(""FillImg"");"
"Assets/Scripts/Settings/DamageNumberToggleController.cs",15,"Transform.Find","State","运行时","Transform stateTransform = transform.Find(""State"");"
"Assets/Scripts/Settings/DragFillController.cs",55,"Transform.Find","FillImg","运行时","Transform fillTransform = transform.Find(""FillImg"");"
"Assets/Scripts/Settings/DragFillController.cs",78,"GetChild","0","运行时","handle = fillTransform.GetChild(0) as RectTransform;"
"Assets/Scripts/Settings/VisualStateToggleController.cs",15,"Transform.Find","State","运行时","Transform stateTransform = transform.Find(""State"");"
"Assets/Scripts/SignIn/UI/MainSignInController.cs",116,"Transform.Find","SignPanel","运行时","Transform panel = transform.Find(""SignPanel"");"
"Assets/Scripts/SignIn/UI/MainSignInController.cs",117,"Transform.Find","Image","运行时","Transform imageRoot = panel?.Find(""Image"");"
"Assets/Scripts/SignIn/UI/MainSignInController.cs",118,"Transform.Find","ContentCon","运行时","Transform content = imageRoot?.Find(""ContentCon"");"
"Assets/Scripts/SignIn/UI/MainSignInController.cs",120,"Transform.Find","SignBtn","运行时","openButton = transform.Find(""SignBtn"")?.GetComponent<Button>();"
"Assets/Scripts/SignIn/UI/MainSignInController.cs",121,"Transform.Find","closeBtn","运行时","closeButton = imageRoot?.Find(""closeBtn"")?.GetComponent<Button>();"
"Assets/Scripts/SignIn/UI/MainSignInController.cs",137,"Transform.Find","Image (6)","运行时","dayRoot = imageRoot?.Find(""Image (6)"");"
"Assets/Scripts/UI/ForgekeepersGiftPanelController.cs",806,"Transform.Find","ForgePanel","运行时","Transform panel = transform.Find(""ForgePanel"");"
"Assets/Scripts/UI/ForgekeepersGiftPanelController.cs",811,"Transform.Find","Bg/VideoReward","运行时","videoRewardButton = root?.Find(""Bg/VideoReward"")?.GetComponent<Button>();"
"Assets/Scripts/UI/ForgekeepersGiftPanelController.cs",813,"Transform.Find","Bg/CloseBtn","运行时","closeButton = root?.Find(""Bg/CloseBtn"")?.GetComponent<Button>();"
"Assets/Scripts/UI/GameplayLoadingPanelController.cs",219,"Transform.Find","BG/MyPart/MyItem/Text (TMP)/RateText","运行时","playerRateText = (root.Find(""BG/MyPart/MyItem/Text (TMP)/RateText"") ??"
"Assets/Scripts/UI/GameplayLoadingPanelController.cs",220,"Transform.Find","MyPart/MyItem/Text (TMP)/RateText","运行时","root.Find(""MyPart/MyItem/Text (TMP)/RateText"") ??"
"Assets/Scripts/UI/GameplayLoadingPanelController.cs",221,"Transform.Find","BG/PlayerPart/PlayerItem/Text (TMP)/RateText","运行时","root.Find(""BG/PlayerPart/PlayerItem/Text (TMP)/RateText""))?"
"Assets/Scripts/UI/GameplayLoadingPanelController.cs",223,"Transform.Find","BG/EnemyPart/EnemyItem/Text (TMP)/RateText","运行时","aiRateText = (root.Find(""BG/EnemyPart/EnemyItem/Text (TMP)/RateText"") ??"
"Assets/Scripts/UI/GameplayLoadingPanelController.cs",224,"Transform.Find","EnemyPart/EnemyItem/Text (TMP)/RateText","运行时","root.Find(""EnemyPart/EnemyItem/Text (TMP)/RateText""))?"
"Assets/Scripts/UI/LoadingPanelEntranceAnimator.cs",165,"Transform.Find","BG/EnemyPart","运行时","Transform enemyPart = transform.Find(""BG/EnemyPart"");"
"Assets/Scripts/UI/LoadingPanelEntranceAnimator.cs",166,"Transform.Find","BG/MyPart","运行时","Transform playerPart = transform.Find(""BG/MyPart"");"
"Assets/Scripts/UI/LoadingPanelEntranceAnimator.cs",184,"Transform.Find","Image","运行时","Transform image = part.Find(""Image"");"
"Assets/Scripts/UI/MainNavTabController.cs",61,"Transform.Find","BagBtn","运行时","bagImage = navigation?.Find(""BagBtn"")?.GetComponent<Image>();"
